farmer_id,contracted_merchant_id,contracted_quantity_kg,contracted_price_per_kg,delivered_to_contractor_kg,delivered_to_others_kg,delivery_ratio,distance_to_contractor_km,distance_to_alternative_km,alternative_price_premium,farmer_debt_level_usd,contractor_support_score,harvest_season,is_side_buying
F04389,M070,1774.35,2.47,1290.17,659.28,0.727,43.1,4.4,0.156,270.48,70.1,mid,1
F04390,M102,1523.93,3.36,1378.91,10.47,0.905,45.4,12.0,0.0,1523.11,76.6,late,0
F04391,M034,3122.23,3.47,1635.86,1508.68,0.524,9.9,6.8,0.204,225.36,86.9,mid,1
F04392,M062,2498.69,2.71,1956.5,53.45,0.783,1.7,35.2,0.0,68.53,91.5,early,0
F04393,M043,2694.66,2.53,1200.66,1430.79,0.446,37.9,24.7,0.184,294.01,95.5,late,1
F04394,M011,500.0,4.22,500.0,48.89,1.0,2.5,7.6,0.0,32.92,99.8,early,0
F04395,M103,1130.83,3.25,1108.74,0.0,0.98,7.9,22.7,0.0,343.91,62.4,mid,0
F04396,M162,1203.86,4.32,522.08,435.98,0.434,21.8,1.0,0.339,984.47,92.0,early,1
F04397,M118,2213.03,4.46,2082.07,271.1,0.941,18.4,18.3,0.0,550.67,75.9,mid,0
F04398,M083,2167.78,3.52,2167.78,131.99,1.0,1.0,27.6,0.0,556.78,60.5,early,0
F04399,M029,2417.9,2.78,2042.92,148.38,0.845,19.5,3.6,0.0,295.17,26.0,late,0
F04400,M061,2391.84,4.8,2174.42,0.0,0.909,1.0,22.1,0.0,975.92,98.0,mid,0
F04401,M037,2294.88,3.15,2215.63,56.06,0.965,19.6,21.4,0.0,264.71,90.9,mid,0
F04402,M062,2050.88,3.51,1306.4,1006.87,0.637,80.6,3.6,0.087,595.68,29.8,early,1
F04403,M191,1935.02,3.37,1935.02,211.75,1.0,41.7,15.0,0.0,385.09,100.0,mid,0
F04404,M105,1910.45,3.05,1910.45,0.0,1.0,33.3,2.1,0.0,292.26,92.7,early,0
F04405,M172,2236.29,4.5,907.19,886.79,0.406,25.4,21.7,0.14,134.75,82.7,late,1
F04406,M165,1840.86,2.61,1840.86,56.12,1.0,33.7,7.4,0.0,51.6,86.7,mid,0
F04407,M065,2513.3,4.81,2513.3,152.58,1.0,30.4,29.7,0.0,180.64,100.0,early,0
F04408,M142,2175.91,3.67,2127.52,264.83,0.978,15.9,16.6,0.0,570.83,74.3,early,0
F04409,M012,1592.38,2.75,693.08,678.18,0.435,7.8,22.7,0.215,1085.99,78.5,late,1
F04410,M146,2009.0,4.34,1783.48,149.55,0.888,1.5,20.6,0.0,1355.23,85.0,mid,0
F04411,M189,1750.81,5.01,1098.67,1066.22,0.628,23.8,1.4,0.174,814.44,73.6,early,1
F04412,M116,1329.91,2.97,1115.39,32.5,0.839,1.0,1.0,0.0,495.36,53.7,mid,0
F04413,M002,1788.98,3.85,1780.5,32.55,0.995,3.0,1.9,0.0,187.13,49.0,late,0
F04414,M065,2736.62,2.75,2423.01,12.1,0.885,61.8,1.1,0.0,1272.76,77.2,late,0
F04415,M041,1632.9,4.12,1542.06,8.63,0.944,2.3,42.9,0.0,1690.2,55.6,late,0
F04416,M013,1500.23,2.2,1339.8,73.87,0.893,29.7,6.1,0.0,402.16,95.6,late,0
F04417,M180,2614.77,4.09,2416.08,180.8,0.924,42.2,1.0,0.0,136.19,82.8,mid,0
F04418,M129,2042.93,3.57,1785.52,0.0,0.874,31.7,41.7,0.0,236.94,61.2,mid,0
F04419,M183,815.62,2.39,785.93,64.83,0.964,26.7,4.8,0.0,213.32,55.8,early,0
F04420,M127,2018.21,3.84,1855.99,24.27,0.92,14.9,7.1,0.0,781.4,85.1,mid,0
F04421,M030,2147.81,4.09,1582.35,1160.53,0.737,6.6,2.6,0.109,180.94,94.5,mid,1
F04422,M014,2433.68,4.08,1091.56,1320.63,0.449,14.1,8.7,0.058,713.54,40.8,mid,1
F04423,M200,1794.23,3.55,570.82,949.49,0.318,21.9,24.6,0.295,570.42,68.4,late,1
F04424,M047,996.62,3.17,996.62,98.32,1.0,15.6,1.5,0.0,829.01,63.0,mid,0
F04425,M035,1064.38,3.93,1033.27,111.79,0.971,15.0,15.4,0.0,337.45,100.0,late,0
F04426,M066,2669.03,3.72,2283.99,396.89,0.856,38.6,1.5,0.0,610.13,52.5,early,0
F04427,M076,569.71,3.61,569.71,52.71,1.0,19.8,15.2,0.0,1638.03,81.6,mid,0
F04428,M163,1499.49,2.19,812.45,251.99,0.542,18.3,18.1,0.129,848.02,69.3,late,1
F04429,M113,2660.83,5.23,2466.79,230.24,0.927,13.6,1.7,0.0,233.73,55.3,late,0
F04430,M191,2372.37,4.24,1784.83,12.82,0.752,32.0,10.0,0.0,29.22,100.0,early,0
F04431,M034,1613.41,3.63,1613.41,143.47,1.0,35.8,6.4,0.0,253.19,77.6,late,0
F04432,M129,827.19,1.79,802.2,0.0,0.97,6.1,5.1,0.0,1985.56,77.9,mid,0
F04433,M121,2595.67,4.47,2294.05,373.88,0.884,37.5,2.6,0.0,458.41,72.1,early,0
F04434,M090,4334.26,4.55,3601.57,65.6,0.831,6.8,5.1,0.0,585.26,91.5,late,0
F04435,M157,1193.88,4.83,1193.88,0.0,1.0,32.8,1.0,0.0,1428.6,55.9,early,0
F04436,M069,1889.97,2.88,1889.97,169.41,1.0,103.9,31.5,0.0,394.07,83.5,early,0
F04437,M138,2932.75,3.0,2814.76,0.0,0.96,71.4,2.5,0.0,38.43,78.9,late,0
F04438,M092,596.7,3.7,549.69,0.0,0.921,14.4,27.3,0.0,1345.76,71.5,early,0
F04439,M047,1189.44,2.43,729.93,605.34,0.614,70.4,19.2,0.434,8.23,73.5,late,1
F04440,M173,2263.49,3.64,2263.49,0.0,1.0,74.1,9.2,0.0,134.3,96.9,mid,0
F04441,M131,1168.12,4.94,1154.58,237.06,0.988,10.7,42.0,0.219,315.11,100.0,mid,1
F04442,M045,1664.83,3.57,1664.83,37.06,1.0,43.2,1.9,0.0,481.09,82.0,late,0
F04443,M131,1692.87,4.14,1489.91,41.91,0.88,11.8,1.0,0.0,558.65,94.8,mid,0
F04444,M041,1243.53,2.96,1177.48,0.0,0.947,1.9,1.7,0.0,50.32,81.7,mid,0
F04445,M195,500.0,3.16,486.37,12.42,0.973,6.0,8.8,0.0,703.14,77.0,late,0
F04446,M162,1251.24,3.15,1085.76,88.96,0.868,18.2,6.2,0.0,340.41,79.9,late,0
F04447,M164,2104.41,4.69,2086.61,7.77,0.992,47.9,6.7,0.0,375.55,78.5,late,0
F04448,M062,2407.5,2.94,1536.94,630.29,0.638,3.5,25.7,0.345,1929.07,65.0,early,1
F04449,M004,2154.4,3.46,2048.86,70.03,0.951,35.2,21.2,0.0,260.48,83.3,mid,0
F04450,M137,1560.08,4.01,1323.54,563.94,0.848,29.3,16.8,0.4,129.5,62.0,mid,1
F04451,M043,1546.93,4.74,1546.93,33.5,1.0,24.4,7.5,0.0,564.35,61.4,late,0
F04452,M099,1217.89,4.37,685.87,428.69,0.563,6.4,25.3,0.134,403.8,64.1,late,1
F04453,M044,500.0,3.75,500.0,0.0,1.0,6.6,15.6,0.0,252.21,80.4,late,0
F04454,M146,2595.63,4.23,2595.63,47.79,1.0,3.9,20.8,0.0,118.71,88.9,mid,0
F04455,M009,2058.08,3.51,1973.39,231.99,0.959,5.1,11.9,0.0,293.51,82.6,early,0
F04456,M019,1700.09,4.82,395.77,1237.12,0.233,28.8,6.2,0.292,459.17,56.8,late,1
F04457,M108,1889.81,3.29,1398.15,767.57,0.74,49.0,2.1,0.152,2002.05,24.9,mid,1
F04458,M167,1167.39,4.09,1167.39,61.12,1.0,29.1,20.8,0.0,965.65,69.5,early,0
F04459,M022,1575.93,4.33,1390.59,151.52,0.882,35.7,20.4,0.0,20.77,72.5,early,0
F04460,M103,2060.48,2.43,1904.28,0.0,0.924,36.7,1.0,0.0,51.73,56.2,late,0
F04461,M006,1972.99,2.24,1500.86,567.43,0.761,19.5,31.3,0.203,56.56,53.7,mid,1
F04462,M011,1874.61,3.83,1510.23,53.67,0.806,2.6,14.8,0.0,32.27,85.3,mid,0
F04463,M079,2851.01,4.5,1368.06,1094.63,0.48,5.6,11.4,0.173,381.22,56.3,early,1
F04464,M029,3041.13,4.36,2262.92,1064.84,0.744,61.6,2.8,0.223,431.57,83.3,mid,1
F04465,M091,1426.16,2.77,1327.15,99.02,0.931,25.2,5.2,0.0,407.64,100.0,mid,0
F04466,M139,1698.41,3.9,1624.04,7.11,0.956,8.8,2.2,0.0,694.74,36.4,mid,0
F04467,M146,1530.2,3.27,1503.09,0.0,0.982,19.3,4.9,0.0,292.43,100.0,late,0
F04468,M042,2135.88,3.78,1344.72,984.16,0.63,11.5,24.5,0.044,504.0,92.8,mid,1
F04469,M148,1628.61,3.12,1609.46,98.06,0.988,41.0,21.7,0.0,1126.5,66.4,late,0
F04470,M127,2156.59,3.98,1870.46,121.09,0.867,34.5,4.6,0.0,50.43,37.6,early,0
F04471,M158,500.0,4.2,485.22,18.45,0.97,49.1,4.8,0.0,69.21,87.4,mid,0
F04472,M031,2544.61,4.03,2386.8,72.33,0.938,1.0,21.6,0.0,224.07,62.0,mid,0
F04473,M126,1338.51,3.89,1098.69,14.55,0.821,27.8,61.9,0.0,512.5,56.1,early,0
F04474,M113,2538.24,3.66,2503.02,82.19,0.986,45.0,12.3,0.0,160.47,75.3,late,0
F04475,M014,3339.72,4.47,3044.69,105.02,0.912,5.5,3.6,0.0,279.24,43.0,mid,0
F04476,M165,2314.74,2.95,1730.5,16.83,0.748,14.6,1.0,0.0,823.16,90.9,late,0
F04477,M147,2140.47,2.88,2140.47,135.54,1.0,53.0,39.9,0.0,636.77,64.7,early,0
F04478,M035,1610.05,2.65,1558.37,81.93,0.968,13.3,1.0,0.0,128.49,67.2,mid,0
F04479,M192,3448.83,5.54,3225.5,0.0,0.935,11.0,7.6,0.0,186.76,82.4,late,0
F04480,M194,1514.44,4.27,1389.92,37.21,0.918,109.4,28.6,0.0,731.54,82.8,mid,0
F04481,M104,1675.82,3.93,1361.4,594.35,0.812,60.5,5.3,0.371,816.97,35.6,mid,1
F04482,M127,1141.76,3.82,798.07,454.13,0.699,1.3,13.1,0.4,499.34,100.0,mid,1
F04483,M009,1854.04,3.16,1564.84,180.12,0.844,11.2,22.0,0.0,809.99,47.8,late,0
F04484,M117,1290.33,4.45,1289.38,105.96,0.999,30.9,11.4,0.0,191.58,85.3,mid,0
F04485,M025,865.81,2.83,855.93,72.94,0.989,68.2,24.0,0.0,251.2,48.2,late,0
F04486,M006,750.16,3.54,655.78,32.67,0.874,6.0,5.0,0.0,209.83,93.1,late,0
F04487,M047,2001.8,4.45,1828.21,1155.72,0.913,82.2,6.2,0.189,288.28,93.7,early,1
F04488,M144,2183.04,3.12,2002.39,973.36,0.917,7.9,24.3,0.278,1206.58,71.4,late,1
F04489,M105,2524.94,3.59,2116.96,0.0,0.838,9.4,11.6,0.0,251.34,58.3,mid,0
F04490,M134,1475.23,3.79,1364.76,86.85,0.925,5.9,4.0,0.0,962.39,100.0,mid,0
F04491,M139,2843.5,4.15,1987.98,1718.97,0.699,48.8,7.2,-0.053,79.05,84.6,late,1
F04492,M073,2057.59,4.02,1505.08,0.0,0.731,17.0,1.4,0.0,164.14,74.3,late,0
F04493,M029,2699.99,2.33,2699.99,0.0,1.0,19.6,2.8,0.0,1227.95,54.0,late,0
F04494,M174,2624.82,4.43,2371.38,208.74,0.903,4.0,12.3,0.0,336.41,85.9,early,0
F04495,M084,1518.32,1.56,1292.51,148.0,0.851,9.0,16.4,0.0,227.37,93.5,mid,0
F04496,M183,2642.55,4.26,2258.09,0.0,0.855,40.9,4.9,0.0,1002.94,100.0,early,0
F04497,M004,2568.57,1.39,2350.52,260.76,0.915,35.7,10.5,0.0,575.89,91.5,early,0
F04498,M182,861.33,4.29,861.33,29.95,1.0,17.7,9.0,0.0,439.78,87.6,mid,0
F04499,M071,2214.17,2.08,1167.76,756.01,0.527,17.0,46.1,0.131,71.47,55.2,late,1
F04500,M082,1032.48,3.28,883.13,137.57,0.855,55.3,3.5,0.0,2080.25,83.7,early,0
F04501,M025,3813.45,3.83,2563.84,1144.96,0.672,24.7,6.2,0.201,516.86,63.1,early,1
F04502,M012,2593.18,3.07,2326.76,1000.96,0.897,34.2,4.7,0.122,590.5,64.9,late,1
F04503,M115,1824.98,2.58,1433.67,322.64,0.786,1.2,2.8,0.0,614.33,100.0,mid,0
F04504,M028,1352.15,3.77,1072.07,106.83,0.793,10.4,2.1,0.0,526.57,59.4,late,0
F04505,M186,1062.43,5.46,272.99,354.42,0.257,3.2,40.0,0.27,513.64,78.7,early,1
F04506,M146,1137.38,3.06,921.29,181.6,0.81,63.6,7.8,0.0,15.74,54.2,early,0
F04507,M010,3123.2,4.48,2940.83,11.14,0.942,1.7,3.1,0.0,7.32,100.0,mid,0
F04508,M115,2896.75,3.37,1752.29,1343.75,0.605,29.3,7.4,0.08,166.67,67.2,mid,1
F04509,M138,2288.18,3.06,1402.73,786.14,0.613,6.5,6.0,0.178,723.25,71.4,late,1
F04510,M081,3032.16,2.12,2545.37,56.88,0.839,9.6,46.1,0.0,79.04,59.1,mid,0
F04511,M073,2555.45,4.2,2179.57,25.8,0.853,24.7,6.6,0.0,32.11,78.1,early,0
F04512,M123,1759.42,3.72,1176.69,477.78,0.669,28.8,5.3,0.156,122.38,76.6,late,1
F04513,M042,2033.09,4.43,1568.09,1221.81,0.771,2.6,18.5,0.179,770.79,66.1,mid,1
F04514,M111,1768.48,2.64,1629.23,6.9,0.921,19.4,38.2,0.0,204.06,69.1,mid,0
F04515,M106,1349.83,2.73,848.44,566.16,0.629,98.9,15.3,0.103,264.17,75.7,mid,1
F04516,M021,2335.25,1.94,1095.05,964.81,0.469,20.2,36.2,0.134,574.87,90.4,mid,1
F04517,M036,1203.55,2.53,1141.76,58.63,0.949,25.6,31.0,0.0,473.46,68.5,early,0
F04518,M048,718.32,4.45,580.85,109.36,0.809,8.2,43.3,0.0,479.97,93.0,early,0
F04519,M124,2719.75,3.36,1526.05,1799.71,0.561,12.2,8.6,0.075,97.26,100.0,late,1
F04520,M126,1484.72,4.14,1043.83,423.76,0.703,88.4,6.7,0.363,1383.8,43.4,mid,1
F04521,M198,2793.11,3.27,2454.26,206.0,0.879,19.9,4.3,0.0,370.27,85.8,mid,0
F04522,M183,1494.73,2.71,972.25,883.5,0.65,45.8,5.8,0.354,492.43,84.4,early,1
F04523,M117,1590.6,3.6,1529.35,121.52,0.961,17.1,25.8,0.0,205.78,88.3,late,0
F04524,M093,2412.32,4.8,2412.32,148.71,1.0,18.6,31.1,0.0,197.22,100.0,mid,0
F04525,M185,3544.11,4.5,3544.11,31.33,1.0,1.0,20.4,0.0,29.84,57.6,early,0
F04526,M001,1830.57,3.59,1569.08,105.08,0.857,13.3,2.2,0.0,225.45,68.6,mid,0
F04527,M186,1066.62,3.14,997.2,3.97,0.935,52.0,53.6,0.0,146.0,71.5,early,0
F04528,M170,1634.78,2.44,1634.78,0.0,1.0,48.7,3.7,0.0,57.53,79.9,mid,0
F04529,M177,2900.6,3.65,2900.6,178.11,1.0,41.5,16.1,0.0,451.68,100.0,mid,0
F04530,M168,748.74,3.81,488.91,295.38,0.653,20.2,28.6,0.221,311.76,79.0,early,1
F04531,M177,2567.8,3.35,2286.26,168.2,0.89,16.4,1.0,0.0,138.22,93.8,late,0
F04532,M039,1167.25,2.98,1167.25,33.89,1.0,11.0,4.9,0.0,512.93,61.9,late,0
F04533,M022,917.14,3.65,917.14,104.92,1.0,9.6,6.5,0.0,1704.25,100.0,early,0
F04534,M132,2041.92,2.85,2142.41,768.46,1.049,31.9,12.0,0.065,1834.34,95.7,mid,1
F04535,M117,2147.12,4.76,2014.24,96.6,0.938,5.9,1.0,0.0,115.09,45.8,early,0
F04536,M132,1079.61,2.78,1079.61,0.0,1.0,3.1,12.9,0.0,401.37,91.3,mid,0
F04537,M109,716.88,2.03,652.87,11.82,0.911,15.9,11.9,0.0,476.88,71.6,late,0
F04538,M002,966.63,3.87,963.63,73.22,0.997,68.3,1.0,0.0,1108.73,70.8,mid,0
F04539,M124,1938.22,4.6,1938.22,105.35,1.0,3.3,20.8,0.0,794.71,95.1,mid,0
F04540,M111,2651.81,3.18,2651.81,71.82,1.0,14.7,1.0,0.0,527.4,79.6,late,0
F04541,M068,2322.05,3.5,2322.05,0.0,1.0,4.2,1.0,0.0,876.39,95.2,mid,0
F04542,M185,3383.74,4.67,3377.22,276.21,0.998,12.2,19.1,0.0,247.34,76.7,early,0
F04543,M068,3001.69,3.32,1620.26,1066.94,0.54,1.9,63.8,0.036,1583.03,76.3,early,1
F04544,M009,2056.99,3.63,1711.74,0.0,0.832,8.7,1.1,0.0,62.54,71.6,early,0
F04545,M165,952.26,3.59,299.59,444.94,0.315,2.2,35.3,0.323,14.37,68.1,mid,1
F04546,M001,2168.38,2.42,1898.54,1354.77,0.876,9.7,12.4,0.12,457.06,58.9,mid,1
F04547,M029,500.0,2.78,236.22,185.16,0.472,3.1,11.5,0.24,1678.19,66.1,late,1
F04548,M030,2229.43,4.67,1734.08,467.45,0.778,35.8,60.3,0.127,292.37,77.5,mid,1
F04549,M020,3360.91,4.29,3083.83,0.0,0.918,81.5,10.4,0.0,306.57,42.5,late,0
F04550,M032,2971.68,4.25,2816.64,202.53,0.948,72.5,32.2,0.0,1904.8,88.2,mid,0
F04551,M003,2306.68,2.88,2117.55,221.26,0.918,9.5,6.0,0.0,801.8,68.0,early,0
F04552,M147,1129.25,2.75,962.05,30.09,0.852,12.2,1.0,0.0,53.73,100.0,early,0
F04553,M086,2335.91,3.11,2216.82,907.98,0.949,25.6,3.6,0.144,8.14,100.0,early,1
F04554,M087,2512.5,4.66,2450.67,259.34,0.975,30.9,3.0,0.0,1159.43,78.7,early,0
F04555,M143,2447.29,4.39,2447.29,238.54,1.0,7.1,10.7,0.0,168.22,45.8,early,0
F04556,M115,1144.48,4.51,1037.6,0.0,0.907,5.6,29.6,0.0,466.65,66.6,early,0
F04557,M152,1042.94,2.91,814.25,21.77,0.781,1.0,12.8,0.0,302.13,74.0,early,0
F04558,M108,2226.31,4.13,1279.22,1002.55,0.575,10.5,41.1,0.054,1127.54,84.0,mid,1
F04559,M151,500.0,4.09,473.94,0.0,0.948,21.8,4.6,0.0,1722.65,73.2,early,0
F04560,M002,3235.18,3.77,3235.18,118.1,1.0,9.0,3.8,0.0,44.61,61.5,early,0
F04561,M105,2960.42,3.86,2923.75,476.53,0.988,71.4,1.0,0.0,2561.91,100.0,early,0
F04562,M113,1278.62,2.56,1228.61,0.0,0.961,75.5,8.4,0.0,355.9,66.5,mid,0
F04563,M141,2599.6,2.91,640.71,1317.15,0.246,10.8,5.0,0.309,435.6,88.4,early,1
F04564,M155,2751.04,3.6,2701.25,0.0,0.982,54.3,5.3,0.0,54.18,88.9,mid,0
F04565,M021,1043.24,3.0,1043.24,68.88,1.0,72.6,68.6,0.0,234.59,76.2,early,0
F04566,M183,2692.63,3.0,2601.51,229.28,0.966,11.3,22.3,0.0,1388.59,91.5,mid,0
F04567,M043,1549.47,2.81,765.61,750.05,0.494,52.2,15.2,0.378,2530.59,68.4,late,1
F04568,M001,804.26,2.81,602.36,193.52,0.749,47.5,39.7,0.249,1653.36,51.3,late,1
F04569,M167,1437.94,3.24,1357.73,13.72,0.944,12.1,19.8,0.0,376.24,35.7,early,0
F04570,M012,1246.09,3.52,1190.36,39.07,0.955,1.0,31.9,0.0,1579.75,57.8,early,0
F04571,M093,3056.61,5.06,3056.61,159.0,1.0,42.2,7.7,0.0,733.94,59.7,mid,0
F04572,M198,912.58,3.71,438.06,475.78,0.48,14.0,4.4,0.247,27.8,86.9,early,1
F04573,M198,500.0,3.77,500.0,55.9,1.0,5.4,19.5,0.0,1760.31,50.2,early,0
F04574,M023,2365.07,4.03,1314.01,349.05,0.556,39.8,59.7,0.142,565.46,73.5,late,1
F04575,M132,1363.66,3.43,1343.15,0.0,0.985,35.6,2.9,0.0,69.6,58.3,mid,0
F04576,M096,748.37,4.64,748.37,83.54,1.0,16.0,1.0,0.0,581.36,54.5,early,0
F04577,M113,2608.95,4.01,2186.12,198.0,0.838,7.9,3.2,0.0,17.69,63.6,late,0
F04578,M056,3134.89,4.5,2891.16,80.9,0.922,18.2,8.5,0.0,81.75,59.3,early,0
F04579,M046,1714.11,4.29,1714.11,186.91,1.0,65.7,3.8,0.0,607.89,52.3,late,0
F04580,M125,500.0,3.98,496.38,23.92,0.993,30.4,5.0,0.0,182.39,100.0,late,0
F04581,M197,2885.52,4.44,1621.32,1889.24,0.562,21.0,8.4,0.046,0.58,49.0,early,1
F04582,M009,2607.71,5.18,2518.04,0.0,0.966,10.5,1.0,0.0,660.33,70.8,late,0
F04583,M128,2045.19,3.97,1561.1,313.67,0.763,15.1,29.0,0.0,571.05,95.6,late,0
F04584,M175,2517.44,4.34,2517.44,205.01,1.0,14.4,22.3,0.0,207.91,100.0,late,0
F04585,M093,2643.86,3.25,1752.06,853.31,0.663,75.5,12.9,0.162,477.46,58.8,early,1
F04586,M072,2218.87,4.05,1913.77,66.19,0.862,29.9,26.5,0.0,279.24,66.2,late,0
F04587,M080,500.0,1.63,441.45,12.84,0.883,25.1,6.9,0.0,94.37,100.0,early,0
F04588,M118,2911.29,3.61,2484.89,1925.2,0.854,15.2,7.7,0.293,116.67,83.2,late,1
F04589,M133,1794.85,3.28,1749.19,49.8,0.975,7.2,39.6,0.0,15.66,59.0,late,0
F04590,M019,1421.69,3.61,1421.69,13.74,1.0,55.0,44.0,0.0,861.42,65.9,early,0
F04591,M022,698.37,3.98,678.86,111.6,0.972,11.5,15.7,0.0,75.22,68.9,late,0
F04592,M093,2892.26,3.79,2750.58,212.3,0.951,16.9,33.8,0.0,3.14,65.2,mid,0
F04593,M186,582.99,2.48,452.27,25.81,0.776,22.9,12.8,0.0,2124.11,88.0,late,0
F04594,M070,1544.29,3.49,1390.54,221.61,0.9,93.0,6.6,0.0,443.16,82.6,late,0
F04595,M192,1967.74,4.21,1712.96,0.0,0.871,10.3,6.7,0.0,143.16,98.0,mid,0
F04596,M109,2392.28,3.51,1017.09,235.58,0.425,84.4,11.4,0.201,346.41,78.9,mid,1
F04597,M069,1325.5,4.17,1325.5,129.71,1.0,5.4,70.4,0.0,25.47,55.6,mid,0
F04598,M006,2075.33,5.12,820.68,984.02,0.395,48.6,25.2,0.142,398.48,58.9,mid,1
F04599,M188,1916.59,3.17,1374.26,161.78,0.717,7.6,34.9,0.371,2.42,63.6,mid,1
F04600,M057,1220.95,4.35,910.53,284.08,0.746,18.8,6.1,0.395,666.81,96.6,mid,1
F04601,M116,1709.3,3.1,1291.12,214.79,0.755,5.1,30.5,0.0,740.74,100.0,early,0
F04602,M040,3671.19,4.35,3360.87,212.51,0.915,38.5,20.9,0.0,549.86,88.3,late,0
F04603,M166,1186.73,5.09,1186.73,85.64,1.0,30.8,13.4,0.0,516.73,72.9,early,0
F04604,M168,500.0,3.81,259.02,156.41,0.518,4.4,11.5,0.133,409.3,77.0,early,1
F04605,M023,695.09,4.38,621.01,75.44,0.893,21.6,34.5,0.0,582.31,58.4,mid,0
F04606,M015,2089.96,2.49,2089.96,40.8,1.0,23.1,24.6,0.0,1344.26,70.5,early,0
F04607,M121,2040.91,3.05,1316.89,750.18,0.645,77.1,12.6,0.189,383.2,50.7,early,1
F04608,M101,1975.35,2.74,1973.54,91.14,0.999,4.5,24.8,0.0,922.98,26.8,late,0
F04609,M173,3027.49,4.63,2730.97,68.46,0.902,11.2,1.0,0.0,849.2,63.2,mid,0
F04610,M043,1902.76,2.83,1902.76,182.67,1.0,31.3,8.8,0.0,55.17,30.0,mid,0
F04611,M185,2521.48,2.39,1781.22,1093.89,0.706,49.6,6.1,0.199,528.06,79.8,late,1
F04612,M039,3308.72,3.15,3308.72,0.0,1.0,7.3,10.0,0.0,168.47,81.0,early,0
F04613,M082,2111.69,4.37,1795.09,77.7,0.85,28.5,7.4,0.0,94.17,65.2,mid,0
F04614,M055,1811.14,3.21,668.66,706.74,0.369,14.2,5.7,0.155,894.79,88.5,mid,1
F04615,M048,1643.4,2.63,1643.4,98.56,1.0,66.0,1.6,0.0,293.08,98.6,late,0
F04616,M197,2110.89,4.36,1781.42,190.74,0.844,1.3,36.1,0.0,707.5,59.6,early,0
F04617,M115,1944.59,4.02,1101.67,708.1,0.567,44.1,43.1,0.187,91.71,60.7,mid,1
F04618,M124,3299.48,4.71,3299.48,173.43,1.0,40.4,18.7,0.0,736.9,71.7,early,0
F04619,M048,3018.35,3.1,3018.35,159.06,1.0,10.1,8.5,0.0,2692.83,67.1,late,0
F04620,M183,1300.61,4.2,559.35,461.73,0.43,7.8,8.0,0.371,128.3,65.2,mid,1
F04621,M188,3063.49,2.84,1288.82,690.12,0.421,23.8,10.3,0.372,691.12,85.1,late,1
F04622,M022,2760.15,2.8,2561.75,85.82,0.928,38.3,1.0,0.0,282.23,81.0,mid,0
F04623,M167,582.62,3.54,582.62,11.12,1.0,57.3,23.5,0.0,227.02,56.8,mid,0
F04624,M195,2730.09,2.51,2503.67,224.24,0.917,10.9,1.0,0.0,1370.48,53.1,early,0
F04625,M141,1685.97,4.63,1600.35,79.99,0.949,13.5,1.7,0.0,519.57,83.6,early,0
F04626,M127,2818.25,4.86,2152.19,1682.5,0.764,45.5,19.4,0.036,948.74,99.8,mid,1
F04627,M077,1059.39,3.19,1036.01,28.29,0.978,1.0,1.0,0.0,585.33,66.4,late,0
F04628,M138,1212.14,3.47,1090.22,118.28,0.899,10.0,1.3,0.0,33.79,52.3,early,0
F04629,M085,2132.18,2.8,2053.62,0.0,0.963,8.3,30.6,0.0,40.03,63.3,early,0
F04630,M184,2943.44,3.63,2943.44,109.13,1.0,52.1,4.4,0.0,151.03,93.8,mid,0
F04631,M105,1699.94,4.62,1550.62,139.55,0.912,7.5,3.1,0.0,229.17,84.1,mid,0
F04632,M115,1509.54,4.4,926.37,432.69,0.614,1.0,6.8,0.218,85.3,42.7,early,1
F04633,M115,1122.15,3.94,415.13,252.41,0.37,5.2,6.7,0.257,43.64,76.4,early,1
F04634,M113,2780.85,4.22,2593.28,269.06,0.933,42.5,27.2,0.0,1037.58,82.7,mid,0
F04635,M011,1827.41,5.17,1646.61,163.24,0.901,12.9,19.8,0.0,546.08,100.0,late,0
F04636,M032,753.97,1.99,753.97,7.43,1.0,15.7,25.3,0.0,97.13,63.2,mid,0
F04637,M007,1656.26,2.78,670.55,467.36,0.405,3.8,3.8,0.268,87.85,61.5,late,1
F04638,M155,2442.75,2.97,1225.39,1448.32,0.502,16.2,3.2,0.271,109.65,22.0,early,1
F04639,M149,2698.67,2.9,2698.67,149.93,1.0,21.2,26.0,0.0,180.75,73.5,mid,0
F04640,M150,1695.36,2.93,1695.36,44.2,1.0,1.4,42.9,0.0,243.65,69.1,late,0
F04641,M126,2168.5,2.94,2093.3,588.16,0.965,5.9,13.2,0.19,919.36,91.2,early,1
F04642,M071,2627.68,4.01,2592.36,139.46,0.987,41.1,20.2,0.0,550.52,60.9,mid,0
F04643,M110,1118.46,3.73,1017.94,0.0,0.91,8.7,5.2,0.0,1033.28,74.0,mid,0
F04644,M011,1712.92,1.37,1443.19,0.0,0.843,16.3,11.1,0.0,237.65,65.0,late,0
F04645,M125,2575.99,3.49,2450.08,313.69,0.951,12.8,2.1,0.0,127.55,35.6,mid,0
F04646,M025,1300.89,3.65,1300.89,133.73,1.0,5.2,7.5,0.0,264.73,100.0,early,0
F04647,M140,2833.55,3.95,2379.24,0.0,0.84,126.1,3.7,0.0,615.74,62.2,late,0
F04648,M130,1744.77,3.33,1717.43,211.57,0.984,51.1,17.9,0.0,164.75,94.2,early,0
