transaction_id,grade,purchase_price_per_kg,sale_price_per_kg,quantity_kg,time_difference_days,price_markup_ratio,merchant_experience_years,market_volatility,season,floor_location,hour_of_day,is_fraud
TXN008324,X3,0.58,1.66,77.43,1.08,2.854,1.2,0.186,off_peak,mutare,15,1
TXN008325,L5,2.56,2.81,1417.36,12.36,1.097,2.9,0.189,peak,gweru,15,0
TXN008326,B1,1.51,1.52,50.0,3.11,1.008,3.6,0.12,off_peak,harare,15,0
TXN008327,L4,3.03,3.63,173.43,4.79,1.195,3.0,0.201,peak,harare,19,0
TXN008328,T2,2.4,2.54,50.0,9.25,1.059,2.0,0.157,peak,mutare,12,0
TXN008329,X4,1.38,1.46,55.09,13.1,1.063,8.3,0.115,off_peak,bulawayo,9,0
TXN008330,B1,1.3,1.39,50.0,8.56,1.067,7.4,0.155,off_peak,harare,8,0
TXN008331,X3,1.8,2.2,350.04,12.05,1.224,6.0,0.074,off_peak,mutare,14,0
TXN008332,T1,2.83,3.42,538.82,3.64,1.208,1.2,0.133,off_peak,bulawayo,11,0
TXN008333,L5,2.85,3.23,156.71,4.47,1.135,2.4,0.079,off_peak,gweru,10,0
TXN008334,X2,2.11,2.46,50.0,9.02,1.167,8.1,0.17,off_peak,gweru,6,0
TXN008335,B1,1.26,2.05,184.71,1.44,1.635,3.6,0.176,peak,gweru,21,1
TXN008336,L4,3.4,3.93,196.75,11.06,1.157,1.4,0.141,peak,mutare,12,0
TXN008337,A3,4.25,4.28,4472.53,13.49,1.008,2.3,0.129,peak,gweru,7,0
TXN008338,T3,1.69,1.81,50.0,5.13,1.069,1.3,0.212,peak,gweru,14,0
TXN008339,T2,2.02,2.05,183.83,11.13,1.016,7.7,0.086,off_peak,mutare,8,0
TXN008340,B2,0.92,0.83,50.0,6.9,0.9,18.5,0.149,peak,bulawayo,2,0
TXN008341,H1,1.51,1.85,942.09,7.21,1.224,14.5,0.175,peak,harare,4,0
TXN008342,C1,2.21,2.42,520.39,8.95,1.097,9.1,0.16,peak,gweru,18,0
TXN008343,T1,2.43,2.57,174.14,11.33,1.056,11.5,0.109,peak,bulawayo,12,0
TXN008344,A3,4.21,4.52,2355.42,7.88,1.075,1.6,0.184,off_peak,gweru,10,0
TXN008345,X5,1.5,2.55,393.53,1.22,1.707,2.2,0.086,peak,gweru,11,1
TXN008346,T3,1.84,2.27,966.5,10.75,1.234,7.7,0.139,peak,gweru,11,0
TXN008347,L1,4.76,5.86,50.0,3.86,1.231,9.1,0.118,peak,harare,7,0
TXN008348,X2,3.05,3.54,50.0,7.49,1.162,1.8,0.127,off_peak,mutare,8,0
TXN008349,B2,0.99,1.2,171.4,4.53,1.217,2.7,0.118,peak,chinhoyi,10,0
TXN008350,X2,2.66,2.87,1443.14,6.07,1.081,2.2,0.123,off_peak,harare,9,0
TXN008351,A3,4.25,5.04,143.06,9.55,1.187,2.9,0.154,peak,bulawayo,10,0
TXN008352,C1,3.0,3.28,537.67,7.87,1.095,3.4,0.122,peak,bulawayo,13,0
TXN008353,L3,3.19,4.16,1687.82,8.9,1.303,0.3,0.096,peak,gweru,7,0
TXN008354,L4,3.23,3.61,613.6,4.91,1.118,4.8,0.178,off_peak,mutare,9,0
TXN008355,A3,4.43,4.75,417.44,3.8,1.072,3.9,0.141,off_peak,bulawayo,10,0
TXN008356,T2,1.46,5.46,60.17,1.54,3.748,1.7,0.108,peak,harare,12,1
TXN008357,X2,2.77,2.91,50.0,2.98,1.051,0.8,0.165,peak,chinhoyi,14,0
TXN008358,L4,2.88,3.17,50.0,10.34,1.103,5.4,0.234,off_peak,chinhoyi,15,0
TXN008359,X3,2.24,2.36,50.0,4.79,1.052,2.2,0.183,peak,harare,19,0
TXN008360,L3,3.31,3.74,335.96,4.65,1.133,3.9,0.16,off_peak,chinhoyi,8,0
TXN008361,T1,2.76,3.38,116.68,11.29,1.224,5.5,0.231,peak,harare,14,0
TXN008362,L4,2.88,3.57,688.61,7.34,1.237,7.4,0.184,off_peak,gweru,12,0
TXN008363,X3,2.14,2.8,50.0,9.69,1.307,3.2,0.179,peak,harare,19,0
TXN008364,B2,0.93,1.08,215.2,9.71,1.166,0.5,0.02,peak,gweru,11,0
TXN008365,T2,2.61,2.45,64.44,0.21,0.941,4.3,0.177,peak,harare,14,0
TXN008366,H2,2.14,2.28,2348.78,6.75,1.065,0.7,0.161,peak,bulawayo,9,0
TXN008367,L5,2.3,2.68,50.0,1.98,1.162,6.8,0.271,peak,mutare,20,0
TXN008368,X3,2.0,2.46,131.39,6.13,1.226,3.4,0.097,off_peak,bulawayo,8,0
TXN008369,C1,2.23,2.92,175.2,6.92,1.308,6.5,0.18,peak,mutare,15,0
TXN008370,C1,1.63,1.86,621.81,4.72,1.142,0.6,0.109,peak,bulawayo,17,0
TXN008371,A2,4.8,5.1,285.58,3.6,1.063,0.6,0.147,peak,bulawayo,8,0
TXN008372,H2,2.26,2.57,330.08,5.99,1.133,0.1,0.123,off_peak,chinhoyi,11,0
TXN008373,L3,3.64,4.63,350.84,6.96,1.274,9.4,0.171,peak,bulawayo,13,0
TXN008374,L2,3.3,3.93,50.0,4.57,1.192,1.9,0.148,peak,chinhoyi,11,0
TXN008375,A2,4.92,4.97,312.23,11.42,1.009,2.6,0.192,off_peak,gweru,13,0
TXN008376,L2,4.07,4.53,430.66,7.38,1.112,5.6,0.174,peak,harare,15,0
TXN008377,L2,4.04,4.74,631.46,7.01,1.173,0.8,0.154,peak,harare,12,0
TXN008378,X4,1.44,1.72,50.0,8.46,1.196,5.5,0.154,peak,harare,9,0
TXN008379,B1,1.2,1.31,946.86,1.42,1.094,3.3,0.197,off_peak,bulawayo,13,0
TXN008380,A3,4.44,5.07,1220.17,3.86,1.144,5.5,0.205,peak,bulawayo,10,0
TXN008381,T1,2.89,3.24,50.0,10.51,1.121,4.3,0.121,off_peak,mutare,9,0
TXN008382,X4,2.05,2.14,171.23,7.81,1.044,0.5,0.138,peak,mutare,11,0
TXN008383,L4,2.07,2.9,122.99,2.44,1.4,4.7,0.089,off_peak,chinhoyi,9,1
TXN008384,B2,1.35,1.67,50.0,6.69,1.239,1.7,0.139,peak,harare,21,0
TXN008385,X5,1.6,1.99,67.91,4.8,1.241,0.3,0.19,off_peak,chinhoyi,22,0
TXN008386,T3,0.89,3.24,449.12,1.76,3.647,2.4,0.177,off_peak,mutare,13,1
TXN008387,H1,0.97,2.6,149.32,2.02,2.69,4.5,0.147,off_peak,mutare,8,1
TXN008388,A1,4.99,6.19,332.77,8.62,1.239,0.6,0.309,peak,gweru,5,0
TXN008389,B2,1.15,1.27,226.83,9.29,1.103,9.5,0.123,off_peak,gweru,10,0
TXN008390,X5,0.66,1.56,53.97,1.03,2.362,6.6,0.101,peak,harare,13,1
TXN008391,X3,2.68,3.01,81.25,6.96,1.125,2.7,0.07,off_peak,bulawayo,14,0
TXN008392,T3,1.63,1.96,68.58,5.17,1.206,13.8,0.169,peak,harare,7,0
TXN008393,L1,4.64,4.5,130.49,3.13,0.969,1.0,0.146,peak,chinhoyi,13,0
TXN008394,L1,4.4,4.78,1269.14,7.26,1.085,3.1,0.157,off_peak,gweru,10,0
TXN008395,C1,2.55,3.11,167.75,13.18,1.221,4.0,0.196,peak,harare,10,0
TXN008396,X2,1.46,2.16,149.61,6.12,1.472,14.2,0.132,peak,mutare,8,1
TXN008397,B2,0.5,0.6,50.0,4.6,1.117,1.9,0.141,peak,bulawayo,6,0
TXN008398,X4,2.18,2.31,472.67,0.85,1.058,5.1,0.249,off_peak,harare,8,0
TXN008399,H1,1.13,1.59,85.0,7.66,1.412,0.1,0.031,off_peak,gweru,1,1
TXN008400,X5,1.38,1.82,154.07,6.86,1.32,2.8,0.199,peak,chinhoyi,11,0
TXN008401,A2,4.95,5.44,153.81,11.92,1.099,1.1,0.177,off_peak,harare,11,0
TXN008402,H2,1.55,2.1,93.6,4.22,1.356,1.7,0.133,peak,bulawayo,10,0
TXN008403,L4,1.57,4.05,42.57,2.45,2.576,4.2,0.096,peak,mutare,10,1
TXN008404,H1,2.31,2.43,553.71,9.5,1.051,1.7,0.148,peak,harare,11,0
TXN008405,A3,2.86,5.07,20.0,4.76,1.774,3.1,0.082,off_peak,mutare,9,1
TXN008406,T2,2.24,2.74,50.0,8.29,1.223,7.2,0.129,peak,bulawayo,7,0
TXN008407,T3,1.41,1.82,325.04,4.54,1.287,1.5,0.131,peak,mutare,11,0
TXN008408,A2,5.2,5.54,288.52,3.66,1.065,3.8,0.186,peak,chinhoyi,11,0
TXN008409,A1,4.81,5.08,1075.69,5.37,1.055,0.2,0.21,off_peak,harare,8,0
TXN008410,A2,4.52,4.73,435.6,8.14,1.045,10.1,0.192,peak,harare,16,0
TXN008411,H2,1.69,2.13,522.37,7.9,1.256,3.1,0.085,off_peak,bulawayo,8,0
TXN008412,L3,1.91,3.47,278.69,1.94,1.822,4.1,0.177,peak,mutare,13,1
TXN008413,X1,1.59,3.99,383.75,3.76,2.508,1.9,0.171,peak,bulawayo,15,1
TXN008414,B1,1.27,1.52,604.83,11.36,1.193,0.4,0.275,off_peak,chinhoyi,2,0
TXN008415,H3,1.04,1.27,1408.94,3.6,1.227,8.0,0.186,peak,chinhoyi,8,0
TXN008416,X5,1.11,1.22,444.0,8.56,1.1,1.3,0.124,off_peak,harare,13,0
TXN008417,X5,1.63,1.97,920.34,6.98,1.206,4.3,0.218,peak,bulawayo,7,0
TXN008418,A2,4.21,5.46,1190.26,8.16,1.297,14.6,0.118,off_peak,gweru,9,0
TXN008419,X2,2.64,3.08,644.49,10.83,1.168,4.4,0.123,off_peak,mutare,6,0
TXN008420,X3,2.38,2.68,135.69,3.51,1.125,5.2,0.116,peak,gweru,9,0
TXN008421,T2,1.94,2.42,774.28,7.63,1.248,8.4,0.178,peak,harare,1,0
TXN008422,C2,1.46,1.64,338.07,1.62,1.13,10.3,0.141,peak,mutare,22,0
TXN008423,X1,3.54,4.74,521.84,9.38,1.339,1.1,0.171,peak,harare,13,0
TXN008424,A1,4.99,8.2,390.97,1.5,1.644,1.4,0.209,peak,chinhoyi,11,1
TXN008425,T2,2.63,2.98,269.48,0.68,1.135,4.9,0.244,peak,mutare,11,0
TXN008426,X3,2.2,2.96,126.54,8.97,1.344,0.4,0.125,peak,gweru,23,0
TXN008427,T2,2.81,3.33,209.17,6.12,1.183,3.2,0.026,off_peak,gweru,16,0
TXN008428,H3,1.37,1.71,445.27,3.54,1.246,5.0,0.173,peak,gweru,9,0
TXN008429,L2,3.9,4.47,50.0,7.78,1.146,0.8,0.162,off_peak,mutare,16,0
TXN008430,T3,1.44,1.66,56.15,8.59,1.149,3.3,0.095,peak,harare,16,0
TXN008431,C2,1.3,1.88,49.34,5.47,1.445,2.2,0.177,peak,chinhoyi,8,1
TXN008432,L3,3.54,3.78,283.01,6.1,1.066,17.5,0.219,peak,harare,12,0
TXN008433,X2,2.26,2.7,480.84,6.46,1.193,3.5,0.113,off_peak,chinhoyi,10,0
TXN008434,X5,1.39,1.61,1101.82,14.64,1.157,1.7,0.169,off_peak,chinhoyi,17,0
TXN008435,A1,5.09,5.68,890.71,6.22,1.116,1.9,0.151,peak,chinhoyi,9,0
TXN008436,X3,2.25,2.92,384.67,10.13,1.296,1.6,0.137,off_peak,bulawayo,14,0
TXN008437,H2,1.61,1.76,259.26,4.55,1.098,4.2,0.163,off_peak,gweru,12,0
TXN008438,X2,2.97,3.17,382.28,7.66,1.068,1.7,0.113,peak,mutare,17,0
TXN008439,A2,3.01,5.71,194.26,9.06,1.897,2.9,0.21,off_peak,gweru,15,1
TXN008440,C1,2.21,2.77,112.2,9.07,1.249,5.0,0.246,off_peak,harare,11,0
TXN008441,X1,2.76,3.84,319.08,4.77,1.389,2.9,0.129,peak,harare,13,0
TXN008442,X5,1.16,1.36,145.88,11.05,1.17,7.9,0.148,peak,bulawayo,10,0
TXN008443,A1,3.15,7.91,543.45,1.97,2.506,4.1,0.104,off_peak,chinhoyi,12,1
TXN008444,L5,2.42,2.95,695.2,7.67,1.216,13.2,0.215,peak,chinhoyi,22,0
TXN008445,T2,2.89,3.7,421.45,11.77,1.284,2.3,0.102,peak,bulawayo,9,0
TXN008446,C2,1.31,1.53,50.0,11.99,1.162,5.6,0.18,off_peak,chinhoyi,9,0
TXN008447,B2,1.3,1.39,317.44,7.27,1.07,15.1,0.128,off_peak,mutare,9,0
TXN008448,C2,1.64,1.9,980.49,7.83,1.157,7.7,0.145,peak,chinhoyi,3,0
TXN008449,B1,1.43,1.74,54.23,12.27,1.214,1.6,0.141,peak,chinhoyi,11,0
TXN008450,X1,3.0,3.06,381.36,4.62,1.023,4.1,0.121,peak,gweru,7,0
TXN008451,X3,1.87,2.06,734.54,5.62,1.097,9.8,0.16,peak,chinhoyi,22,0
TXN008452,A1,5.48,7.39,1170.21,11.69,1.347,5.4,0.244,off_peak,gweru,10,0
TXN008453,A3,4.22,4.46,1440.0,8.4,1.056,6.4,0.122,peak,gweru,16,0
TXN008454,L3,3.47,3.95,365.26,2.11,1.141,4.7,0.201,off_peak,harare,11,0
TXN008455,L4,3.24,3.87,414.43,10.29,1.194,0.2,0.178,off_peak,bulawayo,14,0
TXN008456,A1,5.12,6.14,2031.23,11.59,1.199,2.5,0.187,peak,gweru,11,0
TXN008457,X3,1.48,2.03,60.33,4.8,1.368,3.0,0.197,off_peak,chinhoyi,16,1
TXN008458,A3,4.3,5.23,56.0,5.72,1.216,6.0,0.178,off_peak,gweru,9,0
TXN008459,X1,3.5,3.82,207.81,8.35,1.094,5.3,0.162,off_peak,harare,2,0
TXN008460,L3,3.64,3.98,1259.95,4.82,1.093,0.6,0.117,off_peak,bulawayo,13,0
TXN008461,T1,2.87,2.72,203.23,8.39,0.947,6.3,0.293,peak,chinhoyi,6,0
TXN008462,L4,1.54,3.29,159.19,2.71,2.131,3.4,0.171,peak,gweru,12,1
TXN008463,L1,4.29,5.15,50.0,7.13,1.201,9.9,0.24,peak,chinhoyi,12,0
TXN008464,C1,1.34,2.06,141.92,0.84,1.541,17.0,0.221,peak,harare,13,1
TXN008465,A1,5.78,5.7,253.4,8.99,0.986,15.6,0.197,peak,harare,11,0
TXN008466,A2,4.6,5.05,1030.69,4.77,1.099,6.4,0.113,off_peak,gweru,11,0
TXN008467,T1,3.38,3.46,50.0,7.9,1.023,3.4,0.144,peak,gweru,23,0
TXN008468,X2,2.47,2.88,88.38,11.02,1.164,5.4,0.078,peak,gweru,8,0
TXN008469,T1,3.46,4.0,212.02,5.71,1.157,3.0,0.166,off_peak,mutare,18,0
TXN008470,L5,2.85,3.37,89.95,3.96,1.181,1.8,0.088,off_peak,chinhoyi,15,0
TXN008471,T2,2.79,3.19,656.22,8.04,1.143,1.1,0.133,peak,mutare,14,0
TXN008472,H1,1.96,2.46,109.37,4.84,1.252,9.7,0.14,peak,chinhoyi,11,0
TXN008473,X5,1.14,1.71,550.44,3.0,1.5,0.2,0.133,off_peak,gweru,14,1
TXN008474,L1,4.78,5.67,489.68,6.28,1.187,0.6,0.14,off_peak,chinhoyi,10,0
TXN008475,H3,1.69,1.94,50.0,11.48,1.151,19.1,0.07,off_peak,bulawayo,12,0
TXN008476,A1,5.28,5.14,155.23,8.2,0.974,7.7,0.052,off_peak,harare,17,0
TXN008477,H1,2.03,1.94,50.0,10.71,0.956,2.6,0.042,peak,harare,14,0
TXN008478,H2,1.31,1.42,1370.89,9.76,1.087,0.3,0.21,peak,bulawayo,7,0
TXN008479,T2,2.1,2.62,160.84,1.97,1.25,2.7,0.083,off_peak,bulawayo,12,0
TXN008480,A1,5.41,6.03,499.46,13.78,1.113,2.0,0.137,off_peak,gweru,12,0
TXN008481,L1,4.36,4.04,571.74,7.18,0.925,2.7,0.17,peak,bulawayo,15,0
TXN008482,X3,2.16,2.65,299.23,7.02,1.227,4.1,0.173,peak,chinhoyi,12,0
TXN008483,B1,1.21,1.44,663.49,5.13,1.196,5.4,0.192,peak,chinhoyi,15,0
TXN008484,A3,3.82,4.78,235.86,3.11,1.25,16.7,0.142,off_peak,gweru,10,0
TXN008485,X4,1.66,1.87,50.0,6.01,1.128,6.9,0.174,peak,harare,11,0
TXN008486,X5,0.8,0.84,127.4,6.43,1.049,1.8,0.229,peak,chinhoyi,9,0
TXN008487,X5,1.19,1.42,159.85,6.39,1.192,6.8,0.18,off_peak,gweru,21,0
TXN008488,T2,2.34,2.53,1828.63,4.89,1.083,12.0,0.053,off_peak,gweru,8,0
TXN008489,X3,2.08,2.5,148.46,7.3,1.206,10.4,0.163,peak,chinhoyi,16,0
TXN008490,L5,2.71,2.88,86.53,1.18,1.063,11.0,0.146,off_peak,harare,10,0
TXN008491,A2,4.93,5.23,213.33,5.94,1.061,3.9,0.111,off_peak,harare,13,0
TXN008492,B2,1.15,1.26,1282.66,11.51,1.1,2.3,0.185,peak,gweru,16,0
TXN008493,L4,3.36,3.88,50.0,8.95,1.155,2.7,0.144,peak,mutare,15,0
TXN008494,H1,1.73,2.3,385.41,6.77,1.332,4.6,0.115,peak,harare,5,0
TXN008495,X3,1.2,2.73,80.82,0.54,2.273,3.3,0.15,peak,chinhoyi,13,1
TXN008496,L3,3.58,4.19,50.0,5.18,1.171,5.3,0.127,off_peak,gweru,9,0
TXN008497,X5,1.73,2.15,389.45,6.78,1.243,3.6,0.128,peak,mutare,7,0
TXN008498,B1,1.41,1.65,1574.21,7.01,1.17,5.8,0.164,peak,bulawayo,14,0
TXN008499,X5,1.53,1.78,1550.81,5.23,1.17,3.5,0.113,off_peak,harare,15,0
TXN008500,H2,1.85,2.25,704.76,7.28,1.212,6.0,0.112,off_peak,chinhoyi,9,0
TXN008501,A3,4.01,4.09,222.61,10.88,1.02,2.5,0.264,off_peak,mutare,8,0
TXN008502,L5,2.97,3.25,50.0,7.38,1.096,0.1,0.17,off_peak,gweru,6,0
TXN008503,L3,3.93,4.07,577.06,2.89,1.036,1.4,0.126,peak,gweru,8,0
TXN008504,X4,2.08,2.56,77.62,3.04,1.233,6.1,0.226,off_peak,chinhoyi,13,0
TXN008505,L5,2.94,3.31,857.83,11.57,1.128,11.6,0.192,peak,chinhoyi,13,0
TXN008506,B2,1.17,1.44,214.23,9.75,1.235,1.5,0.045,off_peak,gweru,13,0
TXN008507,T2,2.44,2.47,227.88,3.87,1.012,0.2,0.197,peak,gweru,14,0
TXN008508,X5,1.52,1.91,1368.51,1.94,1.26,0.8,0.08,off_peak,bulawayo,15,0
TXN008509,L4,3.27,3.34,1269.99,12.89,1.023,0.2,0.124,off_peak,bulawayo,10,0
TXN008510,T1,3.02,3.22,109.8,10.9,1.066,3.4,0.111,peak,gweru,10,0
TXN008511,A1,5.02,6.14,1481.94,6.28,1.223,0.8,0.072,peak,harare,14,0
TXN008512,T3,1.6,1.98,90.12,14.18,1.236,0.1,0.168,off_peak,harare,5,0
TXN008513,C1,2.3,2.73,955.83,7.72,1.187,2.5,0.183,off_peak,gweru,10,0
TXN008514,L4,2.79,3.11,500.12,8.39,1.115,19.8,0.183,off_peak,gweru,21,0
TXN008515,H1,1.9,2.23,50.0,3.85,1.173,14.5,0.129,peak,bulawayo,13,0
TXN008516,L2,3.91,3.77,981.05,10.45,0.964,3.5,0.143,peak,gweru,12,0
TXN008517,X1,3.16,3.79,636.48,7.97,1.2,2.5,0.215,peak,mutare,10,0
TXN008518,A1,5.85,6.52,213.56,4.25,1.115,4.0,0.099,off_peak,mutare,9,0
TXN008519,H2,2.05,2.59,459.77,5.68,1.26,5.0,0.266,peak,bulawayo,11,0
TXN008520,C1,2.27,2.84,593.52,10.11,1.25,1.0,0.243,off_peak,mutare,10,0
TXN008521,H3,1.39,1.37,146.41,5.17,0.987,6.5,0.154,off_peak,mutare,11,0
TXN008522,L3,3.35,3.45,253.61,4.98,1.03,12.8,0.166,off_peak,mutare,10,0
TXN008523,H3,1.85,2.14,1014.65,9.0,1.161,0.9,0.088,peak,bulawayo,14,0
TXN008524,L3,3.4,3.81,493.8,6.03,1.122,0.3,0.139,peak,gweru,11,0
TXN008525,X1,3.19,3.32,897.88,4.81,1.041,1.1,0.167,off_peak,mutare,10,0
TXN008526,B1,1.03,1.21,1041.54,3.6,1.177,1.3,0.195,peak,mutare,13,0
TXN008527,A2,3.21,6.13,31.63,4.99,1.909,1.5,0.029,peak,mutare,8,1
TXN008528,A3,3.92,4.27,1428.88,9.73,1.091,1.0,0.187,off_peak,bulawayo,18,0
TXN008529,B1,0.82,0.82,94.93,7.3,0.991,3.1,0.01,off_peak,mutare,18,0
TXN008530,X4,1.49,1.69,364.95,6.3,1.131,2.6,0.101,peak,gweru,9,0
TXN008531,T3,1.75,1.98,570.61,11.29,1.131,0.9,0.176,peak,chinhoyi,5,0
TXN008532,T2,1.36,2.3,167.64,5.41,1.694,7.5,0.189,peak,bulawayo,11,1
TXN008533,A1,5.16,5.71,99.12,4.46,1.106,4.1,0.192,off_peak,gweru,5,0
TXN008534,A1,5.17,5.44,543.57,6.71,1.053,16.3,0.061,off_peak,harare,14,0
TXN008535,L2,3.95,4.35,932.61,6.76,1.102,0.2,0.123,peak,bulawayo,8,0
TXN008536,C2,1.37,1.86,450.26,8.25,1.355,17.6,0.048,peak,gweru,12,0
TXN008537,H3,1.8,2.2,50.0,7.71,1.225,7.7,0.116,peak,harare,20,0
TXN008538,A1,5.6,7.64,125.43,8.18,1.364,0.6,0.207,off_peak,chinhoyi,14,0
TXN008539,H3,2.04,2.32,550.78,1.5,1.134,10.8,0.13,off_peak,mutare,15,0
TXN008540,H1,2.1,2.26,274.92,11.5,1.079,1.9,0.184,off_peak,mutare,10,0
TXN008541,X3,1.62,1.61,198.43,3.3,0.994,5.8,0.25,off_peak,harare,15,0
TXN008542,H1,2.16,2.67,201.35,10.95,1.238,7.8,0.191,peak,gweru,9,0
TXN008543,C1,2.38,3.12,1715.36,7.25,1.308,9.4,0.171,off_peak,mutare,13,0
TXN008544,X4,1.71,2.1,218.62,2.6,1.229,12.6,0.128,off_peak,mutare,5,0
TXN008545,T2,2.48,2.93,750.7,4.41,1.181,8.3,0.217,peak,chinhoyi,4,0
TXN008546,L4,3.49,4.02,310.87,9.2,1.149,19.8,0.042,off_peak,mutare,12,0
TXN008547,B2,0.5,1.05,322.62,1.69,2.101,7.5,0.127,off_peak,gweru,13,1
TXN008548,C2,1.61,1.71,450.23,11.3,1.062,7.9,0.059,off_peak,mutare,15,0
TXN008549,X4,2.12,2.4,173.36,3.49,1.13,0.2,0.27,peak,harare,10,0
TXN008550,L1,4.25,4.54,278.0,6.68,1.068,2.4,0.121,off_peak,bulawayo,1,0
TXN008551,A3,3.96,4.01,138.61,7.24,1.012,3.9,0.106,peak,gweru,8,0
TXN008552,A2,4.99,6.59,606.43,8.23,1.319,0.2,0.104,peak,bulawayo,13,0
TXN008553,T2,2.29,2.61,330.38,8.93,1.144,4.2,0.184,peak,bulawayo,15,0
TXN008554,X4,0.95,1.73,414.43,2.73,1.819,3.6,0.128,peak,bulawayo,8,1
TXN008555,X1,2.98,3.54,668.16,10.79,1.19,24.8,0.19,peak,gweru,15,0
TXN008556,X2,1.73,2.7,214.97,4.32,1.558,6.6,0.226,peak,harare,9,1
TXN008557,A2,3.06,6.84,315.04,0.44,2.238,15.0,0.108,off_peak,mutare,14,1
TXN008558,X5,1.3,1.69,111.07,2.25,1.304,8.1,0.137,peak,mutare,9,0
TXN008559,B2,0.83,0.99,1150.64,3.27,1.204,9.3,0.211,off_peak,gweru,14,0
TXN008560,B2,1.08,1.25,50.0,8.05,1.157,0.4,0.117,peak,bulawayo,9,0
TXN008561,T1,2.46,2.65,723.63,9.7,1.077,0.8,0.164,peak,gweru,9,0
TXN008562,T3,1.9,2.3,522.26,9.5,1.214,18.4,0.119,peak,chinhoyi,13,0
TXN008563,A2,4.98,6.61,1466.58,4.72,1.328,12.4,0.164,peak,bulawayo,16,0
TXN008564,X1,2.98,4.17,252.5,7.89,1.399,1.1,0.249,off_peak,mutare,19,0
TXN008565,A3,2.45,6.07,50.22,3.1,2.474,0.1,0.13,off_peak,bulawayo,12,1
TXN008566,B1,0.64,0.69,1226.7,8.04,1.074,3.7,0.216,off_peak,chinhoyi,7,0
TXN008567,H3,0.62,0.87,23.94,3.01,1.404,4.1,0.195,peak,mutare,13,1
TXN008568,X4,2.09,2.69,435.01,7.31,1.287,6.5,0.103,off_peak,chinhoyi,11,0
TXN008569,T2,3.22,3.47,2013.36,6.8,1.075,1.9,0.222,off_peak,mutare,11,0
TXN008570,A3,3.96,4.69,439.13,9.41,1.184,3.4,0.137,off_peak,harare,23,0
TXN008571,T1,2.79,3.7,83.43,8.65,1.324,0.1,0.146,off_peak,gweru,10,0
TXN008572,L2,4.01,3.86,605.94,3.4,0.963,1.4,0.061,off_peak,chinhoyi,12,0
TXN008573,T2,2.6,4.35,48.31,0.62,1.678,2.4,0.212,peak,gweru,10,1
TXN008574,H1,2.65,3.27,501.19,9.76,1.237,20.7,0.22,off_peak,bulawayo,13,0
TXN008575,X2,3.2,3.02,354.36,2.74,0.943,3.0,0.117,peak,chinhoyi,20,0
TXN008576,T3,2.2,4.33,20.0,2.28,1.968,2.1,0.092,off_peak,gweru,11,1
TXN008577,X3,2.27,3.9,23.32,1.06,1.718,3.1,0.149,peak,mutare,18,1
TXN008578,C1,2.03,2.52,1233.08,5.56,1.243,3.7,0.16,off_peak,chinhoyi,12,0
TXN008579,X5,1.07,1.19,515.01,12.1,1.119,8.9,0.166,peak,chinhoyi,13,0
TXN008580,H3,1.05,1.21,624.73,8.16,1.155,13.2,0.069,off_peak,bulawayo,8,0
TXN008581,X1,3.15,4.0,1302.58,3.65,1.27,2.4,0.235,peak,chinhoyi,10,0
TXN008582,L4,2.41,3.8,340.37,4.82,1.576,3.6,0.099,peak,mutare,11,1
TXN008583,T3,1.7,1.81,448.84,5.77,1.066,7.1,0.191,peak,bulawayo,19,0
TXN008584,L2,4.21,4.76,390.7,8.57,1.131,0.8,0.176,peak,harare,16,0
TXN008585,C1,1.57,3.09,149.59,2.59,1.965,1.3,0.117,off_peak,bulawayo,14,1
TXN008586,A3,3.91,4.19,224.05,8.01,1.071,2.2,0.199,peak,bulawayo,9,0
TXN008587,X2,2.97,3.27,1329.96,8.04,1.1,6.2,0.241,peak,chinhoyi,0,0
TXN008588,T1,2.64,4.98,251.0,1.57,1.886,8.4,0.109,peak,chinhoyi,8,1
TXN008589,A1,5.54,6.7,1885.18,8.41,1.208,5.0,0.056,off_peak,mutare,10,0
TXN008590,X4,1.88,2.44,2494.13,9.83,1.298,10.0,0.146,off_peak,gweru,10,0
TXN008591,X1,3.13,3.68,817.9,12.32,1.175,3.7,0.03,peak,gweru,20,0
TXN008592,B1,1.79,2.2,50.0,6.44,1.231,1.7,0.129,off_peak,gweru,8,0
TXN008593,L4,2.98,3.61,1080.09,5.27,1.21,1.8,0.114,peak,gweru,11,0
TXN008594,A1,5.4,5.55,3560.11,8.25,1.028,1.9,0.091,peak,bulawayo,12,0
TXN008595,A2,4.6,5.14,933.88,8.59,1.115,4.9,0.213,peak,gweru,17,0
TXN008596,X3,1.81,1.73,777.4,8.7,0.956,3.6,0.137,off_peak,mutare,21,0
TXN008597,X1,2.79,3.22,52.18,1.22,1.152,3.0,0.237,peak,chinhoyi,16,0
TXN008598,A1,5.53,5.73,53.23,3.98,1.037,2.3,0.156,peak,gweru,14,0
TXN008599,X2,2.91,3.17,230.04,3.65,1.09,2.2,0.147,peak,mutare,11,0
TXN008600,X3,1.97,2.3,55.15,11.4,1.171,5.8,0.11,peak,chinhoyi,18,0
TXN008601,A1,5.38,5.82,251.47,4.29,1.081,2.6,0.179,off_peak,harare,18,0
TXN008602,L3,3.33,4.68,70.85,5.77,1.403,8.3,0.156,off_peak,harare,10,0
