grower_id,location,gender,loan_amount,hectarage,yields,merchant_contractor,side_marketer_effect,yield_per_ha,loan_per_ha,grade_normally_produced,mass_usually_produced_kg,default_level,default_prob
G08436,Masvingo,M,18277.45,4.0,4707.7,Premium Leaf International,0.2,1175.8,4564.9,B1,4009.2,1,0.520836
G08437,Manicaland,F,664.33,2.07,1414.14,Cut Rag Processors,0.7,684.4,321.5,B1,1614.9,0,0.561048
G08438,Manicaland,F,3202.28,2.65,2022.44,Shasha Tobacco (Pvt) Ltd,0.0,763.6,1209.0,A2,1687.9,0,0.499319
G08439,Mashonaland West,M,975.11,2.49,2907.42,Northern Tobacco (Pvt) Ltd,0.7,1168.1,391.8,H2,2849.5,0,0.420821
G08440,Masvingo,F,5193.02,3.07,860.73,Mashonaland Tobacco Company (MTC),0.7,280.1,1690.1,T1,883.9,1,0.99
G08441,Mashonaland West,F,1731.21,1.4,2622.16,Cut Rag Processors,0.2,1872.9,1236.5,C2,2840.6,0,0.428185
G08442,Matabeleland South,M,1489.63,0.67,536.35,Premium Leaf Zimbabwe,0.0,804.3,2233.9,B2,575.5,1,0.442105
G08443,Matabeleland South,M,3101.6,1.6,506.25,Northern Tobacco (Pvt) Ltd,0.5,315.9,1935.3,H2,545.8,1,0.99
G08444,Matabeleland South,M,1460.12,0.24,85.77,Premium Leaf Zimbabwe,0.2,363.2,6182.7,T2,89.1,1,0.99
G08445,Mashonaland Central,F,982.77,0.36,166.73,Premium Leaf Zimbabwe,0.3,468.9,2764.0,A2,149.8,1,0.652028
G08446,Matabeleland South,F,5937.53,2.95,3221.27,Aqua Tobacco (Pvt) Ltd,0.5,1090.1,2009.4,H1,3218.6,1,0.776117
G08447,Mashonaland Central,M,1863.45,2.49,3906.67,Curverid Tobacco (Pvt) Ltd,0.5,1572.1,749.9,X1,3615.9,1,0.408115
G08448,Matabeleland South,F,618.55,6.77,798.38,Tobacco Sales Company (TSC),0.3,117.9,91.4,T2,922.2,1,0.688947
G08449,Matabeleland South,F,548.16,1.14,1110.1,Northern Tobacco (Pvt) Ltd,0.2,974.3,481.1,L5,930.4,0,0.227746
G08450,Manicaland,M,2148.27,5.77,3936.07,Aqua Tobacco (Pvt) Ltd,0.2,682.0,372.2,H3,3792.0,0,0.352766
G08451,Matabeleland South,M,7410.32,1.47,728.13,Aqua Tobacco (Pvt) Ltd,0.3,496.7,5055.3,L5,807.7,1,0.985467
G08452,Masvingo,F,1195.12,3.22,3109.63,Aqua Tobacco (Pvt) Ltd,0.2,964.3,370.6,L2,2547.0,1,0.297665
G08453,Mashonaland Central,M,1586.66,1.47,2649.43,Zimbabwe Leaf Tobacco (ZLT),0.3,1802.1,1079.2,C2,2584.0,1,0.416201
G08454,Mashonaland Central,M,2003.74,1.71,637.07,Tobacco Sales Company (TSC),0.7,371.7,1169.1,X5,744.0,1,0.99
G08455,Mashonaland Central,M,1863.93,3.49,4368.62,Cut Rag Processors,0.5,1252.4,534.4,B1,4809.8,0,0.298241
G08456,Masvingo,F,751.6,4.05,2146.78,Mashonaland Tobacco Company (MTC),0.7,529.8,185.5,L1,2165.9,1,0.762895
G08457,Matabeleland South,M,5977.0,1.58,1296.4,Mashonaland Tobacco Company (MTC),0.3,818.4,3773.0,H3,1209.7,0,0.580882
G08458,Manicaland,F,1147.96,1.98,1241.88,Tian Ze Tobacco,0.1,626.8,579.4,X1,1119.4,0,0.378008
G08459,Manicaland,F,972.15,3.06,2556.58,Premium Leaf International,0.2,835.4,317.7,C1,2418.4,0,0.109124
G08460,Manicaland,M,10417.73,7.61,3022.81,Shasha Tobacco (Pvt) Ltd,0.2,397.2,1369.0,X5,3569.6,0,0.762718
G08461,Mashonaland West,M,1399.18,4.31,3300.1,Northern Tobacco (Pvt) Ltd,0.2,766.0,324.8,L5,3383.6,0,0.34316
G08462,Masvingo,M,5811.01,3.06,2969.4,Intercontinental Leaf Tobacco,0.2,971.3,1900.9,L1,3093.1,0,0.687251
G08463,Matabeleland South,F,758.42,1.69,503.43,Tobacco Sales Company (TSC),0.0,297.9,448.8,H3,572.0,1,0.617847
G08464,Mashonaland West,F,1906.04,2.08,1529.25,Aqua Tobacco (Pvt) Ltd,0.2,733.7,914.4,L5,1298.2,1,0.456694
G08465,Manicaland,M,6423.46,2.22,1787.7,Premium Leaf International,0.2,805.3,2893.5,H1,2017.5,0,0.326323
G08466,Manicaland,M,1997.18,7.13,9861.7,Curverid Tobacco (Pvt) Ltd,1.0,1382.4,280.0,C1,11214.9,0,0.25771
G08467,Masvingo,M,216.45,0.38,204.58,Curverid Tobacco (Pvt) Ltd,0.7,539.4,570.7,C2,189.9,1,0.857569
G08468,Mashonaland Central,F,31671.19,1.77,1598.5,Intercontinental Leaf Tobacco,0.2,903.2,17895.5,L5,1705.7,0,0.472871
G08469,Mashonaland West,M,8977.95,3.62,3206.42,Cut Rag Processors,0.1,886.8,2483.1,H3,3227.9,0,0.530699
G08470,Manicaland,F,621.39,0.72,808.05,Intercontinental Leaf Tobacco,0.3,1117.2,859.1,X1,893.6,0,0.128063
G08471,Mashonaland West,M,1229.14,4.72,546.33,Zimbabwe Leaf Tobacco (ZLT),1.0,115.6,260.1,X2,581.2,0,0.889099
G08472,Masvingo,F,266.07,3.55,2984.6,Curverid Tobacco (Pvt) Ltd,0.5,841.3,75.0,X3,2717.8,0,0.396454
G08473,Mashonaland West,M,219.78,3.3,3392.98,Premium Leaf Zimbabwe,0.5,1029.4,66.7,T3,3016.3,1,0.235738
G08474,Mashonaland Central,M,5630.53,4.4,3474.93,Premium Leaf International,0.1,790.3,1280.5,A3,3005.8,0,0.589782
G08475,Mashonaland Central,M,1182.87,5.63,5430.58,Curverid Tobacco (Pvt) Ltd,0.5,965.4,210.3,T1,6318.7,1,0.272564
G08476,Matabeleland South,F,646.55,2.4,4755.37,Shasha Tobacco (Pvt) Ltd,0.7,1981.4,269.4,L4,4474.9,0,0.431012
G08477,Matabeleland South,M,3058.43,9.81,4413.38,Aqua Tobacco (Pvt) Ltd,0.5,450.0,311.8,A3,4295.8,0,0.642304
G08478,Matabeleland South,M,6526.84,3.86,3013.53,Premium Leaf Zimbabwe,0.3,781.7,1693.1,X1,2575.8,1,0.674388
G08479,Mashonaland West,M,2179.36,1.01,861.75,Northern Tobacco (Pvt) Ltd,0.5,855.1,2162.6,A2,935.0,1,0.428747
G08480,Manicaland,F,332.59,2.42,1447.29,Curverid Tobacco (Pvt) Ltd,0.0,597.8,137.4,L1,1407.8,0,0.285282
G08481,Matabeleland South,F,699.11,2.83,3410.29,Mashonaland Tobacco Company (MTC),0.5,1204.5,246.9,T1,3935.0,0,0.471327
G08482,Masvingo,F,394.71,2.58,2017.82,Shasha Tobacco (Pvt) Ltd,0.0,781.6,152.9,H1,1764.6,1,0.460142
G08483,Manicaland,F,3494.6,2.48,976.84,Curverid Tobacco (Pvt) Ltd,0.2,394.4,1410.9,C1,1055.5,0,0.742805
G08484,Manicaland,F,8562.17,1.14,1180.48,Aqua Tobacco (Pvt) Ltd,0.3,1039.3,7538.5,X4,1275.1,0,0.443817
G08485,Manicaland,M,5040.75,6.24,6352.83,Curverid Tobacco (Pvt) Ltd,0.5,1018.0,807.8,L3,6055.8,0,0.269087
G08486,Manicaland,F,870.38,9.94,5409.33,Onhardt Tobacco (Pvt) Ltd,0.2,544.2,87.6,B2,5196.5,1,0.187987
G08487,Manicaland,M,5654.84,1.49,704.93,Tobacco Sales Company (TSC),0.1,472.3,3788.7,L3,718.8,1,0.642167
G08488,Matabeleland South,F,1634.34,1.82,1709.84,Aqua Tobacco (Pvt) Ltd,0.1,940.6,899.1,C1,1562.2,1,0.340974
G08489,Mashonaland West,M,1346.84,9.47,8948.23,Northern Tobacco (Pvt) Ltd,0.3,945.1,142.2,C2,7622.0,0,0.01
G08490,Matabeleland South,M,2820.79,2.81,2590.18,Aqua Tobacco (Pvt) Ltd,0.3,923.0,1005.2,T2,2952.8,1,0.643948
G08491,Matabeleland South,M,6688.85,4.98,1872.82,Shasha Tobacco (Pvt) Ltd,0.0,375.8,1342.3,X2,1903.0,1,0.863917
G08492,Mashonaland West,F,541.48,1.65,2245.83,Aqua Tobacco (Pvt) Ltd,0.0,1363.3,328.7,A1,2665.1,0,0.109054
G08493,Masvingo,M,19010.56,5.63,11295.19,Universal Leaf / ZLT,0.7,2007.8,3379.2,L3,11140.2,1,0.768804
G08494,Masvingo,F,364.51,1.44,295.38,Cut Rag Processors,1.0,205.8,254.0,T3,291.6,1,0.625286
G08495,Mashonaland West,F,1447.8,1.02,705.57,Intercontinental Leaf Tobacco,0.5,689.8,1415.5,H2,779.3,1,0.810071
G08496,Matabeleland South,F,1099.8,2.78,2116.37,Onhardt Tobacco (Pvt) Ltd,0.0,762.1,396.1,A1,2426.6,0,0.556463
G08497,Manicaland,F,2475.62,0.82,816.98,Northern Tobacco (Pvt) Ltd,0.7,991.1,3003.1,L1,662.7,1,0.794718
G08498,Masvingo,F,1077.92,1.75,1273.44,Curverid Tobacco (Pvt) Ltd,0.3,726.3,614.8,H2,1091.2,0,0.44276
G08499,Mashonaland West,M,2729.12,5.02,1958.76,Shasha Tobacco (Pvt) Ltd,0.2,390.4,544.0,X4,2027.4,0,0.484775
G08500,Manicaland,F,435.83,1.85,2978.39,Intercontinental Leaf Tobacco,0.1,1613.0,236.0,H1,2869.9,0,0.104518
G08501,Mashonaland West,M,1413.8,5.97,7866.7,Universal Leaf / ZLT,0.1,1316.7,236.6,T1,7510.5,0,0.178562
G08502,Masvingo,F,888.31,1.37,2185.92,Mashonaland Tobacco Company (MTC),0.5,1591.8,646.9,L3,2466.4,0,0.340591
G08503,Matabeleland South,M,450.2,3.65,2433.91,Northern Tobacco (Pvt) Ltd,0.1,666.3,123.2,L3,2009.2,1,0.502031
G08504,Manicaland,M,581.31,2.6,3387.51,Universal Leaf / ZLT,0.1,1302.5,223.5,L1,3198.7,0,0.029432
G08505,Matabeleland South,F,1833.39,10.72,6885.37,Curverid Tobacco (Pvt) Ltd,0.0,642.5,171.1,X2,6169.0,1,0.617388
G08506,Mashonaland Central,M,1148.38,5.24,3313.19,Cut Rag Processors,0.5,632.5,219.2,L2,3950.6,0,0.405247
G08507,Mashonaland Central,M,1215.28,9.03,1471.09,Universal Leaf / ZLT,1.0,163.0,134.6,L1,1648.5,1,0.754379
G08508,Mashonaland West,F,3071.01,3.4,4109.66,Mashonaland Tobacco Company (MTC),0.2,1208.2,902.8,T3,3840.1,0,0.070278
G08509,Matabeleland South,F,3753.38,2.59,1237.36,Premium Leaf Zimbabwe,0.1,478.4,1451.3,A3,1179.7,1,0.99
G08510,Manicaland,M,411.35,2.83,1855.45,Mashonaland Tobacco Company (MTC),0.7,654.5,145.1,X2,1543.9,1,0.463071
G08511,Mashonaland Central,F,911.96,7.05,4296.5,Tobacco Sales Company (TSC),0.3,609.9,129.4,C1,4567.0,1,0.347593
G08512,Matabeleland South,M,2148.23,4.04,2814.54,Northern Tobacco (Pvt) Ltd,0.2,696.4,531.5,L5,2655.3,1,0.401359
G08513,Masvingo,F,1419.38,12.19,14427.53,Shasha Tobacco (Pvt) Ltd,0.7,1183.8,116.5,L1,16844.5,0,0.443167
G08514,Masvingo,F,2575.72,4.4,3501.61,Northern Tobacco (Pvt) Ltd,1.0,795.2,584.9,L5,3853.9,1,0.861962
G08515,Mashonaland West,M,13628.23,1.54,1456.91,Tian Ze Tobacco,0.5,945.5,8844.5,X4,1297.1,1,0.54051
G08516,Manicaland,M,3066.71,11.31,3537.56,Tobacco Sales Company (TSC),0.0,312.9,271.3,X3,3164.2,0,0.297545
G08517,Mashonaland Central,M,224.01,6.72,4100.51,Premium Leaf Zimbabwe,0.2,609.9,33.3,X1,4354.7,0,0.229115
G08518,Masvingo,F,157.15,0.6,439.3,Universal Leaf / ZLT,0.2,734.6,262.8,X3,392.0,0,0.346308
G08519,Masvingo,M,38183.73,1.87,852.53,Cut Rag Processors,0.1,455.2,20386.2,B2,734.0,0,0.725341
G08520,Mashonaland West,F,619.64,4.99,3442.53,Shasha Tobacco (Pvt) Ltd,0.3,689.5,124.1,T2,3659.9,0,0.18333
G08521,Matabeleland South,M,13921.95,2.35,2008.94,Aqua Tobacco (Pvt) Ltd,0.2,856.0,5932.0,B2,1808.5,1,0.598681
G08522,Matabeleland South,M,1358.37,4.77,4197.39,Onhardt Tobacco (Pvt) Ltd,0.2,880.0,284.8,A2,3403.5,0,0.067387
G08523,Manicaland,F,1372.41,3.89,3049.8,Universal Leaf / ZLT,0.1,784.2,352.9,T2,3470.9,0,0.37456
G08524,Masvingo,F,1028.76,4.95,5931.22,Universal Leaf / ZLT,0.1,1199.2,208.0,X2,4976.4,0,0.01
G08525,Matabeleland South,F,337.04,1.38,168.29,Zimbabwe Leaf Tobacco (ZLT),0.0,121.9,244.1,X3,200.2,0,0.634355
G08526,Manicaland,M,1214.08,2.74,1817.31,Aqua Tobacco (Pvt) Ltd,0.2,662.8,442.8,T1,2081.0,0,0.277765
G08527,Masvingo,M,2007.17,3.97,2869.72,Curverid Tobacco (Pvt) Ltd,0.0,723.5,506.0,B1,2487.5,1,0.552694
G08528,Matabeleland South,F,997.31,8.64,4666.2,Onhardt Tobacco (Pvt) Ltd,0.5,539.9,115.4,L1,5108.3,0,0.681089
G08529,Matabeleland South,F,2490.07,3.52,388.26,Northern Tobacco (Pvt) Ltd,0.0,110.2,707.0,X1,371.4,1,0.88726
G08530,Manicaland,M,1226.02,3.16,7128.6,Cut Rag Processors,0.3,2254.9,387.8,T3,7722.0,0,0.087446
G08531,Mashonaland Central,F,4834.24,5.7,8252.61,Shasha Tobacco (Pvt) Ltd,1.0,1447.1,847.7,B2,6803.4,1,0.530613
G08532,Manicaland,M,1808.41,3.25,2442.99,Shasha Tobacco (Pvt) Ltd,0.3,751.0,555.9,H1,2694.3,0,0.211089
G08533,Matabeleland South,M,1108.58,5.36,3907.18,Mashonaland Tobacco Company (MTC),0.2,729.6,207.0,H3,3520.7,1,0.641524
G08534,Mashonaland Central,M,832.05,2.94,2758.66,Onhardt Tobacco (Pvt) Ltd,0.0,939.9,283.5,X4,2589.4,0,0.243614
G08535,Manicaland,F,2893.97,4.69,4447.59,Curverid Tobacco (Pvt) Ltd,0.7,947.8,616.7,T1,3663.1,1,0.567839
G08536,Matabeleland South,F,670.43,5.74,6247.9,Tian Ze Tobacco,0.7,1088.6,116.8,L5,6188.2,0,0.471979
G08537,Mashonaland Central,F,3599.39,2.33,1277.39,Tian Ze Tobacco,0.2,547.8,1543.5,L2,1322.4,1,0.66116
G08538,Matabeleland South,F,3401.27,7.22,1579.35,Premium Leaf International,0.1,218.8,471.2,X5,1477.4,0,0.622118
G08539,Mashonaland West,M,712.81,3.01,3010.29,Cut Rag Processors,0.7,1001.7,237.2,C2,3186.5,0,0.573317
G08540,Mashonaland Central,F,7829.5,1.6,1851.41,Onhardt Tobacco (Pvt) Ltd,0.2,1156.3,4890.0,C2,1722.2,1,0.388924
G08541,Mashonaland Central,M,532.89,3.9,247.39,Universal Leaf / ZLT,0.0,63.4,136.6,H3,291.9,1,0.438169
G08542,Matabeleland South,F,159.76,0.59,743.96,Curverid Tobacco (Pvt) Ltd,0.0,1270.1,272.7,B1,760.3,1,0.301709
G08543,Manicaland,F,18823.2,4.54,2164.99,Zimbabwe Leaf Tobacco (ZLT),0.5,477.2,4149.3,C1,2053.4,1,0.94056
G08544,Mashonaland Central,M,2162.34,7.81,4013.14,Premium Leaf Zimbabwe,0.1,514.0,276.9,X5,4713.0,0,0.169995
G08545,Mashonaland West,F,407.16,5.4,1812.33,Northern Tobacco (Pvt) Ltd,1.0,335.6,75.4,L3,1897.0,1,0.933314
G08546,Matabeleland South,M,1443.7,0.84,450.22,Aqua Tobacco (Pvt) Ltd,0.0,535.8,1718.3,T1,399.8,1,0.532015
G08547,Matabeleland South,M,782.49,1.96,1324.96,Northern Tobacco (Pvt) Ltd,0.5,675.6,399.0,X4,1389.6,1,0.544366
G08548,Manicaland,M,8423.38,1.43,1138.59,Premium Leaf International,0.0,794.1,5874.8,X3,1064.4,1,0.552748
G08549,Masvingo,M,3745.34,3.89,2566.79,Shasha Tobacco (Pvt) Ltd,0.7,659.8,962.7,T2,2240.1,1,0.934094
G08550,Manicaland,F,976.73,2.54,776.35,Premium Leaf Zimbabwe,1.0,305.5,384.4,L3,870.2,1,0.99
G08551,Matabeleland South,F,428.33,2.46,3093.34,Premium Leaf International,0.3,1257.1,174.1,C1,2653.6,0,0.182347
G08552,Masvingo,M,5294.58,5.0,3942.03,Zimbabwe Leaf Tobacco (ZLT),0.2,789.1,1059.9,H3,3922.9,0,0.664523
G08553,Mashonaland Central,M,931.62,7.62,5428.4,Cut Rag Processors,0.1,712.8,122.3,X3,4462.5,1,0.388347
G08554,Manicaland,F,2853.43,4.04,3119.01,Northern Tobacco (Pvt) Ltd,0.7,771.5,705.8,C2,2591.2,1,0.790681
G08555,Manicaland,F,244.8,1.77,377.67,Tobacco Sales Company (TSC),0.0,213.4,138.3,A1,375.0,1,0.302284
G08556,Mashonaland Central,F,10189.66,1.08,746.12,Shasha Tobacco (Pvt) Ltd,0.2,693.6,9472.2,T1,600.7,1,0.461654
G08557,Masvingo,F,854.17,2.77,2331.05,Mashonaland Tobacco Company (MTC),0.7,841.8,308.5,B2,2219.7,0,0.325543
G08558,Manicaland,M,1557.86,5.32,2575.36,Onhardt Tobacco (Pvt) Ltd,0.7,484.2,292.9,L4,3073.7,0,0.781717
G08559,Matabeleland South,M,18311.71,5.41,2121.61,Northern Tobacco (Pvt) Ltd,0.7,392.2,3385.2,X1,2393.7,1,0.99
G08560,Mashonaland Central,M,6346.77,3.71,4190.83,Zimbabwe Leaf Tobacco (ZLT),0.2,1130.0,1711.4,L3,4537.8,0,0.444826
G08561,Manicaland,M,10917.66,3.17,2806.22,Premium Leaf International,0.2,886.4,3448.5,H1,3120.0,1,0.314414
G08562,Manicaland,M,1679.22,2.24,868.54,Curverid Tobacco (Pvt) Ltd,0.2,387.5,749.1,L5,981.4,1,0.552277
G08563,Manicaland,F,236.57,6.1,1284.48,Tian Ze Tobacco,0.0,210.5,38.8,L1,1375.2,1,0.534398
G08564,Masvingo,F,984.75,7.03,7312.63,Aqua Tobacco (Pvt) Ltd,0.2,1040.4,140.1,X2,6081.1,0,0.27207
G08565,Mashonaland West,F,20441.43,0.51,261.63,Premium Leaf Zimbabwe,0.5,517.6,40437.4,X3,293.2,0,0.660625
G08566,Masvingo,F,14593.62,2.13,1121.65,Aqua Tobacco (Pvt) Ltd,0.5,525.7,6839.5,B1,1274.3,1,0.840319
G08567,Mashonaland Central,F,9650.34,1.36,1959.01,Premium Leaf Zimbabwe,1.0,1440.3,7095.0,L5,1777.2,1,0.623763
G08568,Manicaland,M,5565.43,4.89,12686.76,Curverid Tobacco (Pvt) Ltd,0.0,2592.5,1137.3,L4,14204.5,1,0.516037
G08569,Matabeleland South,M,709.67,2.03,1576.4,Intercontinental Leaf Tobacco,0.2,777.5,350.0,T1,1321.2,1,0.445041
G08570,Mashonaland West,F,25532.54,1.31,1285.33,Northern Tobacco (Pvt) Ltd,0.1,984.2,19550.1,L3,1218.8,1,0.467607
G08571,Matabeleland South,M,780.64,17.27,14181.07,Tobacco Sales Company (TSC),0.5,821.1,45.2,B1,15867.4,0,0.460309
G08572,Mashonaland Central,F,2029.41,0.69,985.1,Mashonaland Tobacco Company (MTC),0.7,1423.6,2932.7,L5,943.3,0,0.586974
G08573,Manicaland,M,5043.9,5.96,6230.21,Onhardt Tobacco (Pvt) Ltd,1.0,1045.7,846.5,H1,5243.5,1,0.385015
G08574,Matabeleland South,M,272.8,2.99,2636.23,Tobacco Sales Company (TSC),0.1,882.2,91.3,A1,2119.0,0,0.17328
G08575,Manicaland,M,1626.18,6.42,8706.23,Cut Rag Processors,0.0,1355.4,253.2,X5,9741.7,0,0.238992
G08576,Masvingo,M,1022.59,1.11,179.38,Tian Ze Tobacco,0.0,161.4,920.1,X5,192.7,0,0.567699
G08577,Manicaland,M,1606.21,8.26,8992.23,Shasha Tobacco (Pvt) Ltd,0.2,1088.9,194.5,B1,10615.3,0,0.164055
G08578,Masvingo,F,2164.04,3.49,3297.91,Universal Leaf / ZLT,0.0,944.6,619.8,B1,2731.7,0,0.353697
G08579,Manicaland,F,3664.76,4.2,3980.16,Curverid Tobacco (Pvt) Ltd,0.2,948.8,873.6,X5,3730.0,0,0.121216
G08580,Manicaland,M,1550.94,0.86,595.71,Tian Ze Tobacco,0.1,691.5,1800.4,A2,545.9,1,0.527726
G08581,Mashonaland Central,F,1437.51,6.39,10315.33,Cut Rag Processors,1.0,1613.6,224.9,C2,9240.1,1,0.52591
G08582,Masvingo,F,3549.67,7.69,7837.73,Premium Leaf International,0.3,1019.0,461.5,X4,7782.8,1,0.117855
G08583,Mashonaland Central,F,11141.76,2.22,1911.04,Universal Leaf / ZLT,0.3,859.5,5011.1,X3,1568.1,0,0.372824
G08584,Matabeleland South,F,2303.5,3.17,2753.13,Zimbabwe Leaf Tobacco (ZLT),0.0,867.6,725.9,T1,2905.7,0,0.490267
G08585,Masvingo,M,192.41,3.78,973.54,Zimbabwe Leaf Tobacco (ZLT),0.7,257.7,50.9,X4,1149.4,1,0.845702
G08586,Manicaland,M,703.89,4.55,3114.88,Cut Rag Processors,0.1,684.6,154.7,C2,2895.2,1,0.298023
G08587,Mashonaland West,F,458.02,3.01,1922.54,Onhardt Tobacco (Pvt) Ltd,0.5,638.4,152.1,X3,1661.3,1,0.52337
G08588,Matabeleland South,F,1434.38,3.24,2145.62,Northern Tobacco (Pvt) Ltd,0.7,662.0,442.6,B2,2142.9,1,0.79115
G08589,Matabeleland South,F,2149.21,6.31,5463.83,Intercontinental Leaf Tobacco,0.5,866.4,340.8,L5,4965.2,0,0.412905
G08590,Mashonaland Central,M,2193.92,1.18,1116.21,Premium Leaf Zimbabwe,0.0,947.8,1863.0,L2,1058.9,1,0.393892
G08591,Masvingo,M,3001.5,2.42,768.49,Premium Leaf Zimbabwe,0.5,318.2,1242.7,L1,628.6,0,0.923592
G08592,Manicaland,F,1321.52,8.21,2210.09,Curverid Tobacco (Pvt) Ltd,0.3,269.1,160.9,X4,2285.3,0,0.269587
G08593,Mashonaland Central,M,6351.93,1.76,1191.38,Mashonaland Tobacco Company (MTC),0.2,675.9,3603.8,H3,1339.5,1,0.473708
G08594,Masvingo,M,553.33,3.04,3291.34,Zimbabwe Leaf Tobacco (ZLT),0.0,1084.0,182.2,L2,2908.3,0,0.07782
G08595,Mashonaland Central,M,119.35,4.79,2617.12,Cut Rag Processors,0.0,546.2,24.9,B1,2731.0,0,0.517517
G08596,Masvingo,M,3750.26,4.83,6167.54,Universal Leaf / ZLT,0.5,1277.7,776.9,A2,7218.4,1,0.31919
G08597,Mashonaland Central,M,1445.47,1.82,901.24,Mashonaland Tobacco Company (MTC),1.0,495.2,794.2,T3,880.5,1,0.99
G08598,Manicaland,F,12140.7,3.33,3665.66,Zimbabwe Leaf Tobacco (ZLT),0.2,1101.4,3647.8,B2,3564.7,1,0.288836
G08599,Manicaland,M,406.35,0.72,1463.41,Aqua Tobacco (Pvt) Ltd,0.2,2019.4,560.7,T2,1659.2,1,0.227662
G08600,Mashonaland West,M,1679.23,4.02,763.4,Cut Rag Processors,0.5,190.0,418.0,L5,683.1,1,0.528383
G08601,Masvingo,F,253.04,1.49,1296.34,Tian Ze Tobacco,0.1,872.2,170.2,A1,1310.6,0,0.143243
G08602,Matabeleland South,M,528.11,5.91,1866.04,Cut Rag Processors,0.5,315.8,89.4,T1,1616.9,1,0.89689
G08603,Mashonaland Central,M,3103.94,0.75,400.03,Intercontinental Leaf Tobacco,0.1,535.2,4152.5,B1,394.7,0,0.476648
G08604,Manicaland,F,243.78,4.37,2117.63,Onhardt Tobacco (Pvt) Ltd,0.1,485.0,55.8,A1,2491.8,0,0.410339
G08605,Mashonaland Central,F,27092.41,6.43,9204.11,Intercontinental Leaf Tobacco,1.0,1431.6,4213.8,L2,9507.2,1,0.55341
G08606,Masvingo,F,859.52,4.57,3606.12,Premium Leaf International,0.1,789.9,188.3,L4,3450.6,1,0.507246
G08607,Manicaland,M,5850.03,4.48,5185.78,Aqua Tobacco (Pvt) Ltd,0.5,1157.2,1305.4,L1,4471.4,0,0.565359
G08608,Mashonaland Central,M,355.52,2.0,436.7,Mashonaland Tobacco Company (MTC),0.7,218.5,177.9,L3,363.3,1,0.91333
G08609,Mashonaland West,F,682.05,9.44,8608.85,Cut Rag Processors,0.2,912.1,72.3,X5,9178.7,0,0.01
G08610,Manicaland,M,21507.26,6.16,8184.29,Premium Leaf Zimbabwe,0.1,1328.4,3490.9,L2,9142.9,1,0.566037
G08611,Matabeleland South,F,1000.14,4.9,4159.88,Tobacco Sales Company (TSC),1.0,849.1,204.2,T1,3611.5,1,0.535305
G08612,Manicaland,M,3005.09,0.28,280.13,Premium Leaf Zimbabwe,0.3,989.4,10613.9,C2,268.5,0,0.476162
G08613,Mashonaland West,F,1949.97,3.17,2212.56,Cut Rag Processors,0.2,697.4,614.6,L5,1988.1,1,0.517812
G08614,Mashonaland West,F,5792.37,7.32,4892.14,Shasha Tobacco (Pvt) Ltd,0.3,668.0,791.0,X3,5410.1,1,0.437499
G08615,Masvingo,M,670.1,2.39,1483.33,Premium Leaf Zimbabwe,0.2,619.5,279.9,H3,1575.4,0,0.45486
G08616,Masvingo,F,609.84,1.06,1046.97,Aqua Tobacco (Pvt) Ltd,0.0,987.9,575.4,H3,916.9,0,0.239141
G08617,Mashonaland Central,F,1995.03,0.55,411.11,Shasha Tobacco (Pvt) Ltd,0.3,743.9,3609.9,A3,346.4,1,0.67498
G08618,Mashonaland West,F,5080.3,2.37,2151.75,Tian Ze Tobacco,0.1,907.0,2141.3,L5,2206.3,0,0.402036
G08619,Masvingo,F,3400.63,5.56,4911.67,Curverid Tobacco (Pvt) Ltd,0.0,883.5,611.7,C1,5604.3,0,0.089528
G08620,Matabeleland South,M,1614.73,4.65,7031.06,Aqua Tobacco (Pvt) Ltd,0.2,1512.9,347.4,H3,8349.4,1,0.31635
G08621,Manicaland,F,2033.7,4.43,2707.76,Aqua Tobacco (Pvt) Ltd,0.3,611.9,459.6,A2,2311.5,0,0.154217
G08622,Manicaland,F,203.32,1.58,866.0,Cut Rag Processors,0.2,548.0,128.7,A2,753.2,0,0.133948
G08623,Manicaland,F,298.7,5.15,5229.77,Universal Leaf / ZLT,0.3,1015.0,58.0,T2,5427.6,0,0.01
G08624,Manicaland,F,1346.83,3.83,1183.94,Tobacco Sales Company (TSC),0.2,309.5,352.1,X4,1339.6,0,0.260336
G08625,Matabeleland South,F,619.3,10.01,4101.26,Shasha Tobacco (Pvt) Ltd,0.5,409.8,61.9,L1,4351.4,1,0.826176
G08626,Mashonaland Central,F,471.78,2.87,3663.53,Intercontinental Leaf Tobacco,0.2,1277.5,164.5,C1,3125.6,0,0.01
G08627,Mashonaland West,F,3330.15,2.29,2499.4,Curverid Tobacco (Pvt) Ltd,0.0,1090.1,1452.4,A1,2453.3,0,0.544752
G08628,Masvingo,M,1811.01,5.2,1568.92,Mashonaland Tobacco Company (MTC),0.3,301.8,348.3,C1,1651.4,1,0.498113
G08629,Mashonaland Central,M,1056.17,6.03,5680.27,Tian Ze Tobacco,0.7,942.5,175.2,T3,5337.4,0,0.350831
G08630,Matabeleland South,M,385.51,7.65,12621.58,Premium Leaf International,0.3,1649.6,50.4,A1,13100.8,0,0.274832
G08631,Masvingo,F,757.56,1.65,1147.31,Premium Leaf Zimbabwe,0.2,696.9,460.1,X4,1080.9,1,0.563884
G08632,Mashonaland West,M,388.92,1.21,773.52,Zimbabwe Leaf Tobacco (ZLT),0.2,639.5,321.5,B1,729.0,0,0.225189
